year,quarter,symbol,timeframe,file_exists,row_count,first_bar,last_bar,expected_bars,pct_complete,note
2018,Q3,GER40,M5,N,0,,,18925,0.0,missing
2018,Q3,GER40,M15,N,0,,,6308,0.0,missing
2018,Q3,UK100,M1,N,0,,,94628,0.0,missing
2018,Q3,UK100,M5,N,0,,,18925,0.0,missing
2018,Q3,UK100,M15,N,0,,,6308,0.0,missing
2018,Q3,NAS100,M1,N,0,,,94628,0.0,missing
2018,Q3,NAS100,M5,N,0,,,18925,0.0,missing
2018,Q3,NAS100,M15,N,0,,,6308,0.0,missing
2018,Q3,EUSTX50,M1,N,0,,,94628,0.0,missing
2018,Q3,EUSTX50,M5,N,0,,,18925,0.0,missing
2018,Q3,EUSTX50,M15,N,0,,,6308,0.0,missing
2018,Q3,JPN225,M1,N,0,,,94628,0.0,missing
2018,Q3,JPN225,M5,N,0,,,18925,0.0,missing
2018,Q3,JPN225,M15,N,0,,,6308,0.0,missing
2018,Q3,SPX500,M1,N,0,,,94628,0.0,missing
2018,Q3,SPX500,M5,N,0,,,18925,0.0,missing
2018,Q3,SPX500,M15,N,0,,,6308,0.0,missing
2018,Q3,XTIUSD,M1,N,0,,,94628,0.0,missing
2018,Q3,XTIUSD,M5,N,0,,,18925,0.0,missing
2018,Q3,XTIUSD,M15,N,0,,,6308,0.0,missing
2018,Q3,XBRUSD,M1,N,0,,,94628,0.0,missing
2018,Q3,XBRUSD,M5,N,0,,,18925,0.0,missing
2018,Q3,XBRUSD,M15,N,0,,,6308,0.0,missing
2018,Q3,XAUUSD,M1,N,0,,,94628,0.0,missing
2018,Q3,XAUUSD,M5,N,0,,,18925,0.0,missing
2018,Q3,XAUUSD,M15,N,0,,,6308,0.0,missing
2018,Q3,XAGUSD,M1,N,0,,,94628,0.0,missing
2018,Q3,XAGUSD,M5,N,0,,,18925,0.0,missing
2018,Q3,XAGUSD,M15,N,0,,,6308,0.0,missing
2018,Q3,USDMXN,M1,N,0,,,94628,0.0,missing
2018,Q3,USDMXN,M5,N,0,,,18925,0.0,missing
2018,Q3,USDMXN,M15,N,0,,,6308,0.0,missing
2018,Q3,USDZAR,M1,N,0,,,94628,0.0,missing
2018,Q3,USDZAR,M5,N,0,,,18925,0.0,missing
2018,Q3,USDZAR,M15,N,0,,,6308,0.0,missing
2018,Q4,BTCUSD,M1,N,0,,,94628,0.0,missing
2018,Q4,BTCUSD,M5,N,0,,,18925,0.0,missing
2018,Q4,BTCUSD,M15,N,0,,,6308,0.0,missing
2018,Q4,EURUSD,M1,N,0,,,94628,0.0,missing
2018,Q4,EURUSD,M5,N,0,,,18925,0.0,missing
2018,Q4,EURUSD,M15,N,0,,,6308,0.0,missing
2018,Q4,GBPUSD,M1,N,0,,,94628,0.0,missing
2018,Q4,GBPUSD,M5,N,0,,,18925,0.0,missing
2018,Q4,GBPUSD,M15,N,0,,,6308,0.0,missing
2018,Q4,USDJPY,M1,N,0,,,94628,0.0,missing
2018,Q4,USDJPY,M5,N,0,,,18925,0.0,missing
2018,Q4,USDJPY,M15,N,0,,,6308,0.0,missing
2018,Q4,USDCHF,M1,N,0,,,94628,0.0,missing
2018,Q4,USDCHF,M5,N,0,,,18925,0.0,missing
2018,Q4,USDCHF,M15,N,0,,,6308,0.0,missing
2018,Q4,AUDUSD,M1,N,0,,,94628,0.0,missing
2018,Q4,AUDUSD,M5,N,0,,,18925,0.0,missing
2018,Q4,AUDUSD,M15,N,0,,,6308,0.0,missing
2018,Q4,NZDUSD,M1,N,0,,,94628,0.0,missing
2018,Q4,NZDUSD,M5,N,0,,,18925,0.0,missing
2018,Q4,NZDUSD,M15,N,0,,,6308,0.0,missing
2018,Q4,USDCAD,M1,N,0,,,94628,0.0,missing
2018,Q4,USDCAD,M5,N,0,,,18925,0.0,missing
2018,Q4,USDCAD,M15,N,0,,,6308,0.0,missing
2018,Q4,AUDCAD,M1,N,0,,,94628,0.0,missing
